ncRNA_Name,ncRNA_Type,Drug_Name,DrugBank_ID,CID
HSA-MIR-1247-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1247-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-1248,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1248,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1248,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1248,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-1248,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-1250-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-1250-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1250-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1252-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1252-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1252-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1252-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1253,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1253,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1253,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1253,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1255A,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1255A,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1255A,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1255A,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-1256,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1256,miRNA,PREDNISONE,DB00635,5865
HSA-MIR-1256,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1257,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1258,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1258,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1258,miRNA,IMATINIB,DB00619,5291
HSA-MIR-125A-3P,miRNA,TAXANE,NA,9548828
HSA-MIR-125A-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-125A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-125A-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-125A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-125A-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-125A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-125A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-125A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-125A-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-125A-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-125A-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-125A-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-125A-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-125A-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-125A-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-125A-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-125A-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-125A-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-125A-5P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-125A-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-125A-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-125A-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-125A-5P,miRNA,UBENIMEX,DB03424,72172
HSA-MIR-125A-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-125B-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-125B-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-125B-5P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-125B-5P,miRNA,PREDNISOLONE,DB00860,5755
HSA-MIR-125B-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-125B-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-125B-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-125B-5P,miRNA,TRETINOIN,DB00755,5538
HSA-MIR-125B-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-125B-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-125B-5P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-125B-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-125B-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-125B-5P,miRNA,MAFOSFAMIDE,DB12083,76968809
HSA-MIR-125B-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-125B-5P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-125B-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-125B-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-125B-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-125B-5P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-125B-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-125B-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-125B-5P,miRNA,"1ALPHA,25-DIHYDROXYVITAMIN D3",DB00136,5280453
HSA-MIR-125B-5P,miRNA,TACALCITOL,DB13689,5283734
HSA-MIR-125B-5P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-125B-5P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-125B-5P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-125B-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-125B-5P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-126-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-126-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-126-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-126-3P,miRNA,DAUNORUBICIN,DB00694,30323
HSA-MIR-126-3P,miRNA,PREDNISOLONE,DB00860,5755
HSA-MIR-126-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-126-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-126-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-126-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-126-3P,miRNA,CYCLOPAMINE,NA,442972
HSA-MIR-126-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-126-3P,miRNA,BLEOMYCIN,DB00290,5360373
HSA-MIR-126-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-126-3P,miRNA,EPIGALLOCATECHIN GALLATE,DB12116,65064
HSA-MIR-126-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-126-3P,miRNA,CYTARABINE,DB00987,6253
HSA-MIR-126-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-126-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-126-3P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-126-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-126-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-126-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-126-3P,miRNA,ALPELISIB,DB12015,56649450
HSA-MIR-126-3P,miRNA,RIBOCICLIB,DB11730,44631912
HSA-MIR-126-3P,miRNA,GSK1070916,NA,46885626
HSA-MIR-126-3P,miRNA,LORLATINIB,DB12130,71731823
HSA-MIR-126-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-126-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-126-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-126-3P,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-1260A,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1260A,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1260A,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1260A,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1260A,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1260A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1260A,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1260A,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1260A,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-1260A,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1260A,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-1260A,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1260A,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-1260A,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1261,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1262,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-1266-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1266-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1266-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1268A,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1268A,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1268A,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1268A,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1268A,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1268A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1268A,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1268A,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-1268A,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-1268A,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-1268A,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1268A,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1268A,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1268A,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-1268A,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1269A,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1269A,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1269A,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1269A,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1269A,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-1269A,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-127-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-127-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-127-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-127-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-127-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-127-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-127-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-127-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-127-3P,miRNA,CRIZOTINIB,DB08865,11626560
HSA-MIR-127-3P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-127-3P,miRNA,RUXOLITINIB,DB08877,25126798
HSA-MIR-127-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1271-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1271-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1271-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1271-5P,miRNA,PANOBINOSTAT,DB06603,6918837
HSA-MIR-1271-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-1271-5P,miRNA,TOPOTECAN,DB01030,60699
HSA-MIR-1271-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1271-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-1272,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1275,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1275,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1275,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1275,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1275,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1275,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1275,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1275,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1276,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1277-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1277-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1277-3P,miRNA,PONATINIB,DB08901,24826799
HSA-MIR-1277-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1278,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1278,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1278,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1279,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1279,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-128-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-128-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-128-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-128-3P,miRNA,ANASTROZOLE,DB01217,2187
HSA-MIR-128-3P,miRNA,EXEMESTANE,DB00990,60198
HSA-MIR-128-3P,miRNA,LETROZOLE,DB01006,3902
HSA-MIR-128-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-128-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-128-3P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-128-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-128-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-128-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-128-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-128-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-128-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-128-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-128-3P,miRNA,AZACITIDINE,DB00928,9444
HSA-MIR-128-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-128-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-1281,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1281,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1281,miRNA,CURCUMIN,DB11672,969516
HSA-MIR-1281,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1281,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1283,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1284,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1284,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1284,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1284,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1285-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1285-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1285-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1285-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1285-3P,miRNA,PALBOCICLIB,DB09073,5330286
HSA-MIR-1285-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1285-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1287-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1287-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1287-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1287-5P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-1287-5P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-1287-5P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1287-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1287-5P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-1287-5P,miRNA,YUANHUADINE,NA,6440572
HSA-MIR-1288-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1288-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1288-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1288-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1288-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1288-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1288-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1289,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1289,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-129-2-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-129-2-3P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-129-2-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-129-2-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-129-5P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-129-5P,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-129-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-129-5P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-129-5P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-129-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-129-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-129-5P,miRNA,PREDNISONE,DB00635,5865
HSA-MIR-129-5P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-129-5P,miRNA,DECITABINE,DB01262,451668
HSA-MIR-129-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-129-5P,miRNA,CYCLOPHOSPHAMIDE,DB00531,2907
HSA-MIR-129-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-129-5P,miRNA,APATINIB,NA,11315474
HSA-MIR-129-5P,miRNA,VORINOSTAT,DB02546,5311
HSA-MIR-129-5P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-129-5P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-129-5P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-129-5P,miRNA,OSIMERTINIB,DB09330,71496458
HSA-MIR-1290,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1290,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1290,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1290,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1290,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1290,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-1290,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-1290,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1290,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1290,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1290,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1290,miRNA,SEVOFLURANE,DB01236,5206
HSA-MIR-1291,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1291,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1291,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-1291,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-1291,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1292-5P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1292-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1292-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1292-5P,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1292-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1293,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1293,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1293,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1293,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-1293,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1293,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1293,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1293,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1294,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1294,miRNA,ARSENIC TRIOXIDE,DB01169,261004
HSA-MIR-1294,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-1296-5P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1296-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1296-5P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1296-5P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1296-5P,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1296-5P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1297,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1297,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1298-5P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1299,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1299,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1299,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1299,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1299,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-1301-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1301-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1301-3P,miRNA,PLX-4720,DB06999,24180719
HSA-MIR-1301-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1301-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1301-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-1301-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1301-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1301-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1301-3P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-1302,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-1302,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-1303,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1303,miRNA,IMATINIB,DB00619,5291
HSA-MIR-1303,miRNA,FULVESTRANT,DB00947,17756771
HSA-MIR-1303,miRNA,ETOPOSIDE,DB00773,36462
HSA-MIR-1303,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-1303,miRNA,VINORELBINE,DB00361,44424639
HSA-MIR-1303,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-1303,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1305,miRNA,CERITINIB,DB09063,57379345
HSA-MIR-1305,miRNA,PLATINUM,DB12257,23939
HSA-MIR-1305,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-1306-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-1306-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1307-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-1307-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-1307-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-1307-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-1307-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-1307-3P,miRNA,CAPECITABINE,DB01101,60953
HSA-MIR-1307-3P,miRNA,BROMOCRIPTINE,DB01200,31101
HSA-MIR-1307-3P,miRNA,ERLOTINIB,DB00530,176870
HSA-MIR-1307-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-130A-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-130A-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-130A-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-130A-3P,miRNA,DOCETAXEL,DB01248,148124
HSA-MIR-130A-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-130A-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-130A-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-130A-3P,miRNA,GEFITINIB,DB00317,123631
HSA-MIR-130A-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-130A-3P,miRNA,TAXANE,NA,9548828
HSA-MIR-130A-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-130A-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-130A-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-130A-3P,miRNA,DABRAFENIB,DB08912,44462760
HSA-MIR-130A-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-130A-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-130A-3P,miRNA,MITOMYCIN C,DB00305,5746
HSA-MIR-130A-3P,miRNA,METHOTREXATE,DB00563,126941
HSA-MIR-130A-3P,miRNA,EPIRUBICIN,DB00445,41867
HSA-MIR-130A-3P,miRNA,BORTEZOMIB,DB00188,387447
HSA-MIR-130A-3P,miRNA,VINCRISTINE,DB00541,5978
HSA-MIR-130B-3P,miRNA,PACLITAXEL,DB01229,36314
HSA-MIR-130B-3P,miRNA,SORAFENIB,DB00398,216239
HSA-MIR-130B-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-130B-3P,miRNA,FLUOROURACIL,DB00544,3385
HSA-MIR-130B-3P,miRNA,GEMCITABINE,DB00441,60750
HSA-MIR-130B-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-130B-3P,miRNA,PLATINUM,DB12257,23939
HSA-MIR-130B-3P,miRNA,MITOXANTRONE,DB01204,4212
HSA-MIR-130B-3P,miRNA,TAMOXIFEN,DB00675,2733525
HSA-MIR-130B-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-130B-3P,miRNA,TRAMETINIB,DB08911,11707110
HSA-MIR-130B-3P,miRNA,VEMURAFENIB,DB08881,42611257
HSA-MIR-130B-3P,miRNA,SUNITINIB,DB01268,5329102
HSA-MIR-130B-3P,miRNA,OXALIPLATIN,DB00526,6857599
HSA-MIR-130B-3P,miRNA,DEXAMETHASONE,DB01234,5743
HSA-MIR-132-3P,miRNA,DOXORUBICIN,DB00997,31703
HSA-MIR-132-3P,miRNA,VERAPAMIL,DB00661,2520
HSA-MIR-132-3P,miRNA,CISPLATIN,DB00515,5460033
HSA-MIR-132-3P,miRNA,TEMOZOLOMIDE,DB00853,5394
HSA-MIR-132-3P,miRNA,IMATINIB,DB00619,5291
HSA-MIR-132-3P,miRNA,10-HYDROXYCAMPTOTHECIN,DB12385,97226
HSA-MIR-132-3P,miRNA,PAROXETINE,DB00715,43815
